Mod:Item:MetaData, Localized Name
gregtech:wire_quadruple:425, 4x Magnesium Diboride Wire
gregtech:wire_quadruple:424, 4x Manganese Phosphide Wire
gregtech:wire_quadruple:426, 4x Mercury Barium Calcium Cuprate Wire
gregtech:wire_quadruple:124, 4x Naquadah Wire
gregtech:wire_quadruple:2042, 4x Naquadah Alloy Wire
gregtech:wire_quadruple:294, 4x Nichrome Wire
gregtech:wire_quadruple:69, 4x Nickel Wire
gregtech:wire_quadruple:295, 4x Niobium Nitride Wire
gregtech:wire_quadruple:296, 4x Niobium-Titanium Wire
gregtech:wire_quadruple:75, 4x Osmium Wire
gregtech:wire_quadruple:80, 4x Platinum Wire
gregtech:wire_quadruple:2517, 4x Red Alloy Wire
gregtech:wire_quadruple:432, 4x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_quadruple:428, 4x Samarium Iron Arsenic Oxide Wire
gregtech:wire_quadruple:100, 4x Silver Wire
gregtech:wire_quadruple:324, 4x Steel Wire
gregtech:wire_quadruple:112, 4x Tin Wire
gregtech:wire_quadruple:130, 4x Trinium Wire
gregtech:wire_quadruple:128, 4x Tritanium Wire
gregtech:wire_quadruple:115, 4x Tungsten Wire
gregtech:wire_quadruple:2013, 4x Tungstensteel Wire
gregtech:wire_quadruple:430, 4x Uranium Rhodium Dinaquadide Wire
gregtech:wire_quadruple:427, 4x Uranium Triplatinum Wire
gregtech:wire_quadruple:334, 4x Vanadium-Gallium Wire
gregtech:wire_quadruple:338, 4x Yttrium Barium Cuprate Wire
gregtech:wire_octal:2, 8x Aluminium Wire
gregtech:wire_octal:252, 8x Annealed Copper Wire
gregtech:wire_octal:2011, 8x Black Steel Wire
gregtech:wire_octal:2527, 8x Blue Alloy Wire
gregtech:wire_octal:23, 8x Cobalt Wire
gregtech:wire_octal:25, 8x Copper Wire
gregtech:wire_octal:274, 8x Cupronickel Wire
gregtech:wire_octal:277, 8x Electrum Wire
gregtech:wire_octal:431, 8x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_octal:33, 8x Europium Wire
gregtech:wire_octal:41, 8x Gold Wire
gregtech:wire_octal:342, 8x Graphene Wire
gregtech:wire_octal:2516, 8x HSS-G Wire
gregtech:wire_octal:429, 8x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_octal:51, 8x Iron Wire
gregtech:wire_octal:288, 8x Kanthal Wire
gregtech:wire_octal:55, 8x Lead Wire
gregtech:wire_octal:425, 8x Magnesium Diboride Wire
gregtech:wire_octal:424, 8x Manganese Phosphide Wire
gregtech:wire_octal:426, 8x Mercury Barium Calcium Cuprate Wire
gregtech:wire_octal:124, 8x Naquadah Wire
gregtech:wire_octal:2042, 8x Naquadah Alloy Wire
gregtech:wire_octal:294, 8x Nichrome Wire
gregtech:wire_octal:69, 8x Nickel Wire
gregtech:wire_octal:295, 8x Niobium Nitride Wire
gregtech:wire_octal:296, 8x Niobium-Titanium Wire
gregtech:wire_octal:75, 8x Osmium Wire
gregtech:wire_octal:80, 8x Platinum Wire
gregtech:wire_octal:2517, 8x Red Alloy Wire
gregtech:wire_octal:432, 8x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_octal:428, 8x Samarium Iron Arsenic Oxide Wire
gregtech:wire_octal:100, 8x Silver Wire
gregtech:wire_octal:324, 8x Steel Wire
gregtech:wire_octal:112, 8x Tin Wire
gregtech:wire_octal:130, 8x Trinium Wire
gregtech:wire_octal:128, 8x Tritanium Wire
gregtech:wire_octal:115, 8x Tungsten Wire
gregtech:wire_octal:2013, 8x Tungstensteel Wire
gregtech:wire_octal:430, 8x Uranium Rhodium Dinaquadide Wire
gregtech:wire_octal:427, 8x Uranium Triplatinum Wire
gregtech:wire_octal:334, 8x Vanadium-Gallium Wire
gregtech:wire_octal:338, 8x Yttrium Barium Cuprate Wire
gregtech:wire_hex:2, 16x Aluminium Wire
gregtech:wire_hex:252, 16x Annealed Copper Wire
gregtech:wire_hex:2011, 16x Black Steel Wire
gregtech:wire_hex:2527, 16x Blue Alloy Wire
gregtech:wire_hex:23, 16x Cobalt Wire
gregtech:wire_hex:25, 16x Copper Wire
gregtech:wire_hex:274, 16x Cupronickel Wire
gregtech:wire_hex:277, 16x Electrum Wire
gregtech:wire_hex:431, 16x Enriched Naquadah Trinium Europium Duranide Wire
gregtech:wire_hex:33, 16x Europium Wire
gregtech:wire_hex:41, 16x Gold Wire
gregtech:wire_hex:342, 16x Graphene Wire
gregtech:wire_hex:2516, 16x HSS-G Wire
gregtech:wire_hex:429, 16x Indium Tin Barium Titanium Cuprate Wire
gregtech:wire_hex:51, 16x Iron Wire
gregtech:wire_hex:288, 16x Kanthal Wire
gregtech:wire_hex:55, 16x Lead Wire
gregtech:wire_hex:425, 16x Magnesium Diboride Wire
gregtech:wire_hex:424, 16x Manganese Phosphide Wire
gregtech:wire_hex:426, 16x Mercury Barium Calcium Cuprate Wire
gregtech:wire_hex:124, 16x Naquadah Wire
gregtech:wire_hex:2042, 16x Naquadah Alloy Wire
gregtech:wire_hex:294, 16x Nichrome Wire
gregtech:wire_hex:69, 16x Nickel Wire
gregtech:wire_hex:295, 16x Niobium Nitride Wire
gregtech:wire_hex:296, 16x Niobium-Titanium Wire
gregtech:wire_hex:75, 16x Osmium Wire
gregtech:wire_hex:80, 16x Platinum Wire
gregtech:wire_hex:2517, 16x Red Alloy Wire
gregtech:wire_hex:432, 16x Ruthenium Trinium Americium Neutronate Wire
gregtech:wire_hex:428, 16x Samarium Iron Arsenic Oxide Wire
gregtech:wire_hex:100, 16x Silver Wire
gregtech:wire_hex:324, 16x Steel Wire
gregtech:wire_hex:112, 16x Tin Wire
gregtech:wire_hex:130, 16x Trinium Wire
gregtech:wire_hex:128, 16x Tritanium Wire
gregtech:wire_hex:115, 16x Tungsten Wire
gregtech:wire_hex:2013, 16x Tungstensteel Wire
gregtech:wire_hex:430, 16x Uranium Rhodium Dinaquadide Wire
gregtech:wire_hex:427, 16x Uranium Triplatinum Wire
gregtech:wire_hex:334, 16x Vanadium-Gallium Wire
gregtech:wire_hex:338, 16x Yttrium Barium Cuprate Wire
gregtech:cable_single:2, 1x Aluminium Cable
gregtech:cable_single:252, 1x Annealed Copper Cable
gregtech:cable_single:2011, 1x Black Steel Cable
gregtech:cable_single:2527, 1x Blue Alloy Cable
gregtech:cable_single:23, 1x Cobalt Cable
gregtech:cable_single:25, 1x Copper Cable
gregtech:cable_single:274, 1x Cupronickel Cable
gregtech:cable_single:277, 1x Electrum Cable
gregtech:cable_single:33, 1x Europium Cable
gregtech:cable_single:41, 1x Gold Cable
gregtech:cable_single:342, 1x Graphene Cable
gregtech:cable_single:2516, 1x HSS-G Cable
gregtech:cable_single:51, 1x Iron Cable
gregtech:cable_single:288, 1x Kanthal Cable
gregtech:cable_single:55, 1x Lead Cable
gregtech:cable_single:124, 1x Naquadah Cable
gregtech:cable_single:2042, 1x Naquadah Alloy Cable
gregtech:cable_single:294, 1x Nichrome Cable
gregtech:cable_single:69, 1x Nickel Cable
gregtech:cable_single:295, 1x Niobium Nitride Cable
gregtech:cable_single:296, 1x Niobium-Titanium Cable
gregtech:cable_single:75, 1x Osmium Cable
gregtech:cable_single:80, 1x Platinum Cable
gregtech:cable_single:2517, 1x Red Alloy Cable
gregtech:cable_single:100, 1x Silver Cable
gregtech:cable_single:324, 1x Steel Cable
gregtech:cable_single:112, 1x Tin Cable
gregtech:cable_single:130, 1x Trinium Cable
gregtech:cable_single:128, 1x Tritanium Cable
gregtech:cable_single:115, 1x Tungsten Cable
gregtech:cable_single:2013, 1x Tungstensteel Cable
gregtech:cable_single:334, 1x Vanadium-Gallium Cable
gregtech:cable_single:338, 1x Yttrium Barium Cuprate Cable
gregtech:cable_double:2, 2x Aluminium Cable
gregtech:cable_double:252, 2x Annealed Copper Cable
gregtech:cable_double:2011, 2x Black Steel Cable
gregtech:cable_double:2527, 2x Blue Alloy Cable
gregtech:cable_double:23, 2x Cobalt Cable
gregtech:cable_double:25, 2x Copper Cable
gregtech:cable_double:274, 2x Cupronickel Cable
gregtech:cable_double:277, 2x Electrum Cable
gregtech:cable_double:33, 2x Europium Cable
gregtech:cable_double:41, 2x Gold Cable
gregtech:cable_double:342, 2x Graphene Cable
gregtech:cable_double:2516, 2x HSS-G Cable
gregtech:cable_double:51, 2x Iron Cable
gregtech:cable_double:288, 2x Kanthal Cable
gregtech:cable_double:55, 2x Lead Cable
gregtech:cable_double:124, 2x Naquadah Cable
gregtech:cable_double:2042, 2x Naquadah Alloy Cable
gregtech:cable_double:294, 2x Nichrome Cable
gregtech:cable_double:69, 2x Nickel Cable
gregtech:cable_double:295, 2x Niobium Nitride Cable
gregtech:cable_double:296, 2x Niobium-Titanium Cable
gregtech:cable_double:75, 2x Osmium Cable
gregtech:cable_double:80, 2x Platinum Cable
gregtech:cable_double:2517, 2x Red Alloy Cable
gregtech:cable_double:100, 2x Silver Cable
gregtech:cable_double:324, 2x Steel Cable
gregtech:cable_double:112, 2x Tin Cable
gregtech:cable_double:130, 2x Trinium Cable
gregtech:cable_double:128, 2x Tritanium Cable
gregtech:cable_double:115, 2x Tungsten Cable
gregtech:cable_double:2013, 2x Tungstensteel Cable
gregtech:cable_double:334, 2x Vanadium-Gallium Cable
gregtech:cable_double:338, 2x Yttrium Barium Cuprate Cable
gregtech:cable_quadruple:2, 4x Aluminium Cable
gregtech:cable_quadruple:252, 4x Annealed Copper Cable
gregtech:cable_quadruple:2011, 4x Black Steel Cable
gregtech:cable_quadruple:2527, 4x Blue Alloy Cable
gregtech:cable_quadruple:23, 4x Cobalt Cable
gregtech:cable_quadruple:25, 4x Copper Cable
gregtech:cable_quadruple:274, 4x Cupronickel Cable
gregtech:cable_quadruple:277, 4x Electrum Cable
gregtech:cable_quadruple:33, 4x Europium Cable
gregtech:cable_quadruple:41, 4x Gold Cable
gregtech:cable_quadruple:342, 4x Graphene Cable
gregtech:cable_quadruple:2516, 4x HSS-G Cable
gregtech:cable_quadruple:51, 4x Iron Cable
gregtech:cable_quadruple:288, 4x Kanthal Cable
gregtech:cable_quadruple:55, 4x Lead Cable
gregtech:cable_quadruple:124, 4x Naquadah Cable
gregtech:cable_quadruple:2042, 4x Naquadah Alloy Cable
gregtech:cable_quadruple:294, 4x Nichrome Cable
gregtech:cable_quadruple:69, 4x Nickel Cable
gregtech:cable_quadruple:295, 4x Niobium Nitride Cable
gregtech:cable_quadruple:296, 4x Niobium-Titanium Cable
gregtech:cable_quadruple:75, 4x Osmium Cable
gregtech:cable_quadruple:80, 4x Platinum Cable
gregtech:cable_quadruple:2517, 4x Red Alloy Cable
gregtech:cable_quadruple:100, 4x Silver Cable
gregtech:cable_quadruple:324, 4x Steel Cable
gregtech:cable_quadruple:112, 4x Tin Cable
gregtech:cable_quadruple:130, 4x Trinium Cable
gregtech:cable_quadruple:128, 4x Tritanium Cable
gregtech:cable_quadruple:115, 4x Tungsten Cable
gregtech:cable_quadruple:2013, 4x Tungstensteel Cable
gregtech:cable_quadruple:334, 4x Vanadium-Gallium Cable
gregtech:cable_quadruple:338, 4x Yttrium Barium Cuprate Cable
gregtech:cable_octal:2, 8x Aluminium Cable
gregtech:cable_octal:252, 8x Annealed Copper Cable
gregtech:cable_octal:2011, 8x Black Steel Cable
gregtech:cable_octal:2527, 8x Blue Alloy Cable
gregtech:cable_octal:23, 8x Cobalt Cable
gregtech:cable_octal:25, 8x Copper Cable
gregtech:cable_octal:274, 8x Cupronickel Cable
gregtech:cable_octal:277, 8x Electrum Cable
gregtech:cable_octal:33, 8x Europium Cable
gregtech:cable_octal:41, 8x Gold Cable
gregtech:cable_octal:342, 8x Graphene Cable
gregtech:cable_octal:2516, 8x HSS-G Cable
gregtech:cable_octal:51, 8x Iron Cable
gregtech:cable_octal:288, 8x Kanthal Cable
gregtech:cable_octal:55, 8x Lead Cable
gregtech:cable_octal:124, 8x Naquadah Cable
gregtech:cable_octal:2042, 8x Naquadah Alloy Cable
gregtech:cable_octal:294, 8x Nichrome Cable
gregtech:cable_octal:69, 8x Nickel Cable
gregtech:cable_octal:295, 8x Niobium Nitride Cable
gregtech:cable_octal:296, 8x Niobium-Titanium Cable
gregtech:cable_octal:75, 8x Osmium Cable
gregtech:cable_octal:80, 8x Platinum Cable
gregtech:cable_octal:2517, 8x Red Alloy Cable
gregtech:cable_octal:100, 8x Silver Cable
gregtech:cable_octal:324, 8x Steel Cable
gregtech:cable_octal:112, 8x Tin Cable
gregtech:cable_octal:130, 8x Trinium Cable
gregtech:cable_octal:128, 8x Tritanium Cable
gregtech:cable_octal:115, 8x Tungsten Cable
gregtech:cable_octal:2013, 8x Tungstensteel Cable
gregtech:cable_octal:334, 8x Vanadium-Gallium Cable
gregtech:cable_octal:338, 8x Yttrium Barium Cuprate Cable
gregtech:cable_hex:2, 16x Aluminium Cable
gregtech:cable_hex:252, 16x Annealed Copper Cable
gregtech:cable_hex:2011, 16x Black Steel Cable
gregtech:cable_hex:2527, 16x Blue Alloy Cable
gregtech:cable_hex:23, 16x Cobalt Cable
gregtech:cable_hex:25, 16x Copper Cable
gregtech:cable_hex:274, 16x Cupronickel Cable
gregtech:cable_hex:277, 16x Electrum Cable
gregtech:cable_hex:33, 16x Europium Cable
gregtech:cable_hex:41, 16x Gold Cable
gregtech:cable_hex:342, 16x Graphene Cable
gregtech:cable_hex:2516, 16x HSS-G Cable
gregtech:cable_hex:51, 16x Iron Cable
gregtech:cable_hex:288, 16x Kanthal Cable
gregtech:cable_hex:55, 16x Lead Cable
gregtech:cable_hex:124, 16x Naquadah Cable
gregtech:cable_hex:2042, 16x Naquadah Alloy Cable
gregtech:cable_hex:294, 16x Nichrome Cable
gregtech:cable_hex:69, 16x Nickel Cable
gregtech:cable_hex:295, 16x Niobium Nitride Cable
gregtech:cable_hex:296, 16x Niobium-Titanium Cable
gregtech:cable_hex:75, 16x Osmium Cable
gregtech:cable_hex:80, 16x Platinum Cable
gregtech:cable_hex:2517, 16x Red Alloy Cable
gregtech:cable_hex:100, 16x Silver Cable
gregtech:cable_hex:324, 16x Steel Cable
gregtech:cable_hex:112, 16x Tin Cable
gregtech:cable_hex:130, 16x Trinium Cable
gregtech:cable_hex:128, 16x Tritanium Cable
gregtech:cable_hex:115, 16x Tungsten Cable
gregtech:cable_hex:2013, 16x Tungstensteel Cable
gregtech:cable_hex:334, 16x Vanadium-Gallium Cable
gregtech:cable_hex:338, 16x Yttrium Barium Cuprate Cable
gregtech:fluid_pipe_tiny:2, Tiny Aluminium Fluid Pipe
gregtech:fluid_pipe_tiny:260, Tiny Bronze Fluid Pipe
gregtech:fluid_pipe_tiny:22, Tiny Chrome Fluid Pipe
gregtech:fluid_pipe_tiny:25, Tiny Copper Fluid Pipe
gregtech:fluid_pipe_tiny:129, Tiny Duranium Fluid Pipe
gregtech:fluid_pipe_tiny:33, Tiny Europium Fluid Pipe
gregtech:fluid_pipe_tiny:41, Tiny Gold Fluid Pipe
gregtech:fluid_pipe_tiny:287, Tiny Invar Fluid Pipe
gregtech:fluid_pipe_tiny:50, Tiny Iridium Fluid Pipe
gregtech:fluid_pipe_tiny:55, Tiny Lead Fluid Pipe
gregtech:fluid_pipe_tiny:124, Tiny Naquadah Fluid Pipe
gregtech:fluid_pipe_tiny:127, Tiny Neutronium Fluid Pipe
gregtech:fluid_pipe_tiny:296, Tiny Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_tiny:1012, Tiny Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_tiny:1010, Tiny Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_tiny:1016, Tiny Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_tiny:2037, Tiny Potin Fluid Pipe
gregtech:fluid_pipe_tiny:323, Tiny Stainless Steel Fluid Pipe
gregtech:fluid_pipe_tiny:324, Tiny Steel Fluid Pipe
gregtech:fluid_pipe_tiny:328, Tiny Tin Alloy Fluid Pipe
gregtech:fluid_pipe_tiny:113, Tiny Titanium Fluid Pipe
gregtech:fluid_pipe_tiny:115, Tiny Tungsten Fluid Pipe
gregtech:fluid_pipe_tiny:396, Tiny Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_tiny:2013, Tiny Tungstensteel Fluid Pipe
gregtech:fluid_pipe_tiny:2036, Tiny Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_tiny:335, Tiny Wrought Iron Fluid Pipe
gregtech:fluid_pipe_small:2, Small Aluminium Fluid Pipe
gregtech:fluid_pipe_small:260, Small Bronze Fluid Pipe
gregtech:fluid_pipe_small:22, Small Chrome Fluid Pipe
gregtech:fluid_pipe_small:25, Small Copper Fluid Pipe
gregtech:fluid_pipe_small:129, Small Duranium Fluid Pipe
gregtech:fluid_pipe_small:33, Small Europium Fluid Pipe
gregtech:fluid_pipe_small:41, Small Gold Fluid Pipe
gregtech:fluid_pipe_small:287, Small Invar Fluid Pipe
gregtech:fluid_pipe_small:50, Small Iridium Fluid Pipe
gregtech:fluid_pipe_small:55, Small Lead Fluid Pipe
gregtech:fluid_pipe_small:124, Small Naquadah Fluid Pipe
gregtech:fluid_pipe_small:127, Small Neutronium Fluid Pipe
gregtech:fluid_pipe_small:296, Small Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_small:1012, Small Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_small:1010, Small Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_small:1016, Small Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_small:2037, Small Potin Fluid Pipe
gregtech:fluid_pipe_small:323, Small Stainless Steel Fluid Pipe
gregtech:fluid_pipe_small:324, Small Steel Fluid Pipe
gregtech:fluid_pipe_small:328, Small Tin Alloy Fluid Pipe
gregtech:fluid_pipe_small:113, Small Titanium Fluid Pipe
gregtech:fluid_pipe_small:1648, Small Treated Wood Fluid Pipe
gregtech:fluid_pipe_small:115, Small Tungsten Fluid Pipe
gregtech:fluid_pipe_small:396, Small Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_small:2013, Small Tungstensteel Fluid Pipe
gregtech:fluid_pipe_small:2036, Small Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_small:1617, Small Wood Fluid Pipe
gregtech:fluid_pipe_small:335, Small Wrought Iron Fluid Pipe
gregtech:fluid_pipe_normal:2, Aluminium Fluid Pipe
gregtech:fluid_pipe_normal:260, Bronze Fluid Pipe
gregtech:fluid_pipe_normal:22, Chrome Fluid Pipe
gregtech:fluid_pipe_normal:25, Copper Fluid Pipe
gregtech:fluid_pipe_normal:129, Duranium Fluid Pipe
gregtech:fluid_pipe_normal:33, Europium Fluid Pipe
gregtech:fluid_pipe_normal:41, Gold Fluid Pipe
gregtech:fluid_pipe_normal:287, Invar Fluid Pipe
gregtech:fluid_pipe_normal:50, Iridium Fluid Pipe
gregtech:fluid_pipe_normal:55, Lead Fluid Pipe
gregtech:fluid_pipe_normal:124, Naquadah Fluid Pipe
gregtech:fluid_pipe_normal:127, Neutronium Fluid Pipe
gregtech:fluid_pipe_normal:296, Niobium-Titanium Fluid Pipe
gregtech:fluid_pipe_normal:1012, Polyethylene (PE) Fluid Pipe
gregtech:fluid_pipe_normal:1010, Polybenzimidazole (PBI) Fluid Pipe
gregtech:fluid_pipe_normal:1016, Polytetrafluoroethylene (PTFE) Fluid Pipe
gregtech:fluid_pipe_normal:2037, Potin Fluid Pipe
gregtech:fluid_pipe_normal:323, Stainless Steel Fluid Pipe
gregtech:fluid_pipe_normal:324, Steel Fluid Pipe
gregtech:fluid_pipe_normal:328, Tin Alloy Fluid Pipe
gregtech:fluid_pipe_normal:113, Titanium Fluid Pipe
gregtech:fluid_pipe_normal:1648, Treated Wood Fluid Pipe
gregtech:fluid_pipe_normal:115, Tungsten Fluid Pipe
gregtech:fluid_pipe_normal:396, Tungstencarbide Fluid Pipe
gregtech:fluid_pipe_normal:2013, Tungstensteel Fluid Pipe
gregtech:fluid_pipe_normal:2036, Vanadiumsteel Fluid Pipe
gregtech:fluid_pipe_normal:1617, Wood Fluid Pipe
gregtech:fluid_pipe_normal:335, Wrought Iron Fluid Pipe
gregtech:fluid_pipe_large:2, Large Aluminium Fluid Pipe
gregtech:fluid_pipe_large:260, Large Bronze Fluid Pipe
gregtech:fluid_pipe_large:22, Large Chrome Fluid Pipe
gregtech:fluid_pipe_large:25, Large Copper Fluid Pipe
